deltaGreen,deltaRed,dissimilarity,entropy,exposureGreenRed,exposureRedGreen,greenRatio,gridId,isolationGreen,isolationRed,moranGreen,moranRed,redRatio,seed,similarWanted,step,unsatisfiedRatio
0.6311208576998031,0.6216687737041724,0.16788591439266792,0.06628263823796396,0.5621449424094981,0.36457693483700765,0.20516608981485804,./Grids/quantGrids/-2797320021_config.csv,0.4378550575905023,0.6354230651629943,-0.004054186148763857,-0.004054186148763862,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,0.9994248466257669
0.6311342013019521,0.6235313762037892,0.1472802555806373,0.0623691935007181,0.5754144313323729,0.35697502931679015,0.20516608981485804,./Grids/quantGrids/-2797320021_config.csv,0.4245855686676265,0.6430249706832097,-0.006230127622172252,-0.006230127622172255,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,1.0
0.6325980392156825,0.6229974811083112,0.15679977280584786,0.06476688750314553,0.5656123075093702,0.36330261565463257,0.20516608981485804,./Grids/quantGrids/-2797320021_config.csv,0.4343876924906289,0.6366973843453645,-0.004407383534778128,-0.00440738353477812,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,1.0
0.7404501915708829,0.7503324808184121,0.15030719934150624,0.07428274901033823,0.5530767121256505,0.36918931423221335,0.20516608981485804,./Grids/quantGrids/-18905927952_config.csv,0.44692328787434765,0.6308106857677878,-0.002321014904972973,-0.0023210149049729734,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,0.9996165644171779
0.6178482587064658,0.6083640049906428,0.1762752053829419,0.0704521131436011,0.568028825416809,0.3561253708945053,0.20516608981485804,./Grids/quantGrids/16528562122_config.csv,0.43197117458318934,0.6438746291054921,0.004728457514605213,0.004728457514605272,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,0.999808282208589
0.6323543344386552,0.6517673107890505,0.15865777832700562,0.06278347006574538,0.5537256019670492,0.37646207592670977,0.20516608981485804,./Grids/quantGrids/14913241421_config.csv,0.44627439803295244,0.6235379240732895,-0.00284005409877027,-0.002840054098770274,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,1.0
0.6994443075406604,0.7026459052400371,0.1473898320601667,0.06597428621882638,0.5682327300467436,0.3617647346296958,0.20516608981485804,./Grids/quantGrids/16643977991_config.csv,0.43176726995325565,0.6382352653703022,-0.00651741938078732,-0.006517419380787326,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,1.0
0.7556835842642047,0.7528104212860254,0.13339398728943724,0.07156743936628696,0.5606354564520907,0.36564726158848715,0.20516608981485804,./Grids/quantGrids/10703081612_config.csv,0.43936454354790966,0.6343527384115122,-0.0021617476809094975,-0.0019002926798351056,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,0.9996165644171779
0.7504471643237969,0.7615699333967618,0.1419898936743452,0.07719325072162093,0.5558914497299788,0.3637183827443538,0.20516608981485804,./Grids/quantGrids/-8153468482_config.csv,0.44410855027001966,0.6362816172556468,0.007559106030320797,0.0075591060303207966,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,0.9984662576687117
0.6926534557757357,0.6985803940260585,0.15556654184987137,0.06726023903349286,0.5602910335658994,0.36836420351059673,0.20516608981485804,./Grids/quantGrids/8616417833_config.csv,0.4397089664341,0.631635796489403,-0.0015886197235194573,-0.0015886197235194513,0.3165666388721434,-3134119071689500929,0.8791043222560533,21.0,0.9994248466257669
