"","morph.id","PC1","PC2","PC3","PC4"
"1",0,0.356838144473967,0.979606024063755,0.0447974978989718,-0.00407766946116841
"2",1,1.17923809062937,0.499438638533411,-0.0507803790290214,0.0962050818784511
"3",2,0.483053619046592,0.283234154358054,-0.0243300767340898,0.0179763716692803
"4",3,1.50974121489191,0.397095592317081,-0.252847744894206,0.00170589745276271
"5",4,0.488292854791287,0.509541824649679,-0.253425727362772,0.0072980893969221
"6",5,0.671227914877368,0.187648079738625,-0.298441483206358,0.0718169118097885
"7",6,0.451516480083582,0.0735903844173948,-0.178131712892412,0.100875379961401
"8",7,1.37755987126336,0.196255196432139,-0.0289920020997295,-0.00402320607870721
"9",8,0.706116207342137,0.457588314699931,-0.300325672810157,0.043755874477833
"10",9,1.27807965673117,0.246536323335813,0.00613876068589747,0.0505807621113096
"11",10,1.43011837744718,0.341483253571522,-0.0870843507374159,0.014315354326894
"12",11,0.836197994387087,0.200896668113988,-0.249468576157407,0.0744465106909085
"13",12,0.478041215103082,0.0897285983873001,-0.243284499996601,0.105983051455144
"14",13,1.31087249802636,0.16078662279818,-0.0766140822160885,0.0304848133856381
"15",14,0.387538562199247,0.793448953433389,-0.12053842804835,-0.00807247541869236
"16",15,0.526386031046583,0.238194278151517,-0.338361540646498,0.0473044314141553
"17",16,0.825970667653275,0.629637476749779,-0.100088653986872,0.0771811800016493
"18",17,0.419407391647965,0.742180298000869,-0.130894676942515,0.00171078214962121
"19",18,0.739394317517982,0.249129049426266,-0.297400277585789,0.0639357136333708
"20",19,0.656058939982416,0.210042928032185,-0.236935233159384,0.0613134223808942
"21",20,1.5274922945286,0.746686963511685,-0.194552570121312,0.104600530260811
"22",21,0.343390632086268,1.02395926090473,0.107026315350364,-0.0041235612466717
"23",22,1.29029650273861,0.374893891476748,0.100657792090754,0.0703520708584785
"24",23,1.15319425049811,0.586741374223318,0.0433998793914185,0.110037389508412
"25",24,1.50998785766432,0.795326679744985,-0.107646143241951,0.118420377880359
"26",25,1.57496530298938,0.509692928855412,-0.401875560418865,0.0222915161475021
"27",26,1.3648910449716,0.0796947048417931,-0.0322253285988078,-0.0304446009294638
"28",27,1.60011494531268,0.969003934991954,-0.290075982546748,0.156400298195083
"29",28,1.52800406127323,0.29987069384488,-0.348686988578634,-0.0302975448522424
"30",29,0.6596893524498,0.116365199089407,-0.257622550612588,0.0997709303294075
"31",30,0.315521868187179,0.768963595379905,-0.116952658616454,-0.0293996742192925
"32",31,0.72395384987526,0.814863075184209,-0.0673871512923634,0.0685647130353263
"33",32,0.420447428589913,0.866575932842499,0.0122481914600087,0.00563193534758397
"34",33,1.38618413047643,0.223050805805107,0.0141430775291416,-0.013693013842833
"35",34,0.497027236915745,0.193682321615362,-0.338908776096882,0.0621706346982408
"36",35,0.448649178894404,0.269410242270635,-0.31078516683607,0.0292021855076201
"37",36,0.253851072598622,-0.0470590898253903,-0.0492637956557066,0.180493947369835
"38",37,1.59470529190614,0.635605898875844,-0.409949992280286,0.0567814533322614
"39",38,1.48029102355192,0.491560118769092,-0.143051342270489,0.0383196498930406
"40",39,0.539389668992388,0.513775440994443,-0.266592498956057,0.0148736257058577
"41",40,1.25342807193299,-0.0382071433272305,0.128577965768791,0.00247618180613691
"42",41,0.900459383095505,-0.0609067945571259,0.0351938925730972,0.140593329998122
"43",42,1.44412644346358,0.957015774547982,0.0239286949258863,0.176101723966431
"44",43,0.284655900037138,0.155567649958533,-0.293332935491485,0.0583721682154194
"45",44,0.718220360406608,1.02233785481547,0.0706904158413394,0.0862790399700471
"46",45,1.61955011411066,0.726533573971681,-0.45011113935439,0.0812312899919877
"47",46,1.00074116034941,-0.145559211150205,0.233856145995008,0.130984624629265
"48",47,1.35916105486344,0.0954251555996503,0.0279346751750339,-0.0368795437986358
"49",48,1.38483483103268,0.211945958890198,-0.00590597909425511,-0.0112669849606954
"50",49,1.45714543251172,0.263805246267632,-0.178116463167242,-0.0173977461512614
